answer,count,percent,sum,prob
AKIO,30,0.00,0.262,0.0000054091
IPSA,30,0.00,0.293,0.0000174743
PETR,30,0.00,0.309,0.0000197640
IDNO,30,0.00,0.233,0.0000101941
CALS,29,0.00,0.285,0.0000154753
SOLA,29,0.00,0.332,0.0000407139
JUDY,29,0.00,0.076,0.0000000237
SUVA,29,0.00,0.234,0.0000018542
TPKS,29,0.00,0.198,0.0000017990
AZAN,29,0.00,0.293,0.0000017704
DAPS,29,0.00,0.268,0.0000104275
METO,29,0.00,0.311,0.0000201630
HOGG,29,0.00,0.137,0.0000006423
YOLO,29,0.00,0.217,0.0000042581
HICS,29,0.00,0.201,0.0000035637
ONEC,29,0.00,0.301,0.0000176987
RATT,29,0.00,0.330,0.0000423369
CCII,29,0.00,0.180,0.0000030625
PTSD,29,0.00,0.224,0.0000064650
YUCK,29,0.00,0.076,0.0000000943
ROBT,29,0.00,0.237,0.0000072230
ITEA,29,0.00,0.385,0.0000694028
GENS,29,0.00,0.306,0.0000141746
JIMA,29,0.00,0.206,0.0000003871
VIVE,29,0.00,0.215,0.0000005378
NORW,29,0.00,0.218,0.0000034328
PVTS,29,0.00,0.196,0.0000014066
LUNK,29,0.00,0.147,0.0000007498
NOWS,29,0.00,0.234,0.0000042081
WIVE,29,0.00,0.217,0.0000007086
MHOS,29,0.00,0.214,0.0000041858
PINY,29,0.00,0.164,0.0000014728
OFID,29,0.00,0.183,0.0000017453
AFBS,29,0.00,0.233,0.0000019705
OLEN,29,0.00,0.326,0.0000331595
MCII,29,0.00,0.179,0.0000029511
DORP,29,0.00,0.212,0.0000055355
OJOS,29,0.00,0.240,0.0000009903
DEUT,28,0.00,0.268,0.0000082061
FISK,28,0.00,0.170,0.0000005738
MUNG,28,0.00,0.130,0.0000007294
OLID,28,0.00,0.226,0.0000090080
QUES,28,0.00,0.250,0.0000002100
SNCC,28,0.00,0.206,0.0000043318
AFEE,28,0.00,0.400,0.0000224761
ZWEI,28,0.00,0.212,0.0000001965
CERO,28,0.00,0.313,0.0000211643
ENNS,28,0.00,0.347,0.0000443314
MEER,28,0.00,0.375,0.0000374174
DEGS,28,0.00,0.282,0.0000086108
TSGT,28,0.00,0.251,0.0000087024
BLIN,28,0.00,0.194,0.0000037040
EFGH,28,0.00,0.190,0.0000006310
PROV,28,0.00,0.183,0.0000012043
MAIA,28,0.00,0.319,0.0000223483
CIEL,28,0.00,0.281,0.0000128309
BEIT,28,0.00,0.289,0.0000112814
LVII,28,0.00,0.184,0.0000016079
OZZY,28,0.00,0.094,0.0000000052
YAYS,28,0.00,0.232,0.0000020610
MURK,28,0.00,0.133,0.0000004611
SAYA,28,0.00,0.333,0.0000166808
JOVI,28,0.00,0.146,0.0000000733
DINK,28,0.00,0.169,0.0000013888
OXES,28,0.00,0.304,0.0000024900
TUNG,28,0.00,0.174,0.0000018973
DUCK,28,0.00,0.098,0.0000002431
TITS,28,0.00,0.293,0.0000277073
EYAS,28,0.00,0.355,0.0000199149
JUKE,28,0.00,0.172,0.0000000638
LVOV,28,0.00,0.144,0.0000002544
HAAG,28,0.00,0.273,0.0000058866
DAWS,28,0.00,0.251,0.0000039284
ADRY,28,0.00,0.238,0.0000043352
DREY,28,0.00,0.261,0.0000051757
ADAK,27,0.00,0.277,0.0000049602
DUHS,27,0.00,0.171,0.0000017036
VOOM,27,0.00,0.185,0.0000012286
BROZ,27,0.00,0.168,0.0000002239
BUCO,27,0.00,0.145,0.0000009104
JEFE,27,0.00,0.287,0.0000003893
AYER,27,0.00,0.339,0.0000162460
WHAP,27,0.00,0.177,0.0000007773
USFL,27,0.00,0.175,0.0000011131
HEMA,27,0.00,0.303,0.0000099897
LAFF,27,0.00,0.189,0.0000006561
RCPT,27,0.00,0.200,0.0000040947
ABAR,27,0.00,0.321,0.0000179029
DIII,27,0.00,0.221,0.0000085141
MENO,27,0.00,0.300,0.0000170551
RAZR,27,0.00,0.262,0.0000013277
ITAN,27,0.00,0.308,0.0000304866
ALCS,27,0.00,0.285,0.0000154753
ETCS,27,0.00,0.326,0.0000247184
EULA,27,0.00,0.329,0.0000192528
YNEZ,27,0.00,0.214,0.0000002611
PLEX,27,0.00,0.221,0.0000005592
CADE,27,0.00,0.318,0.0000165223
ENVS,27,0.00,0.294,0.0000058591
USGA,27,0.00,0.246,0.0000044858
CUDS,27,0.00,0.176,0.0000021080
MITA,27,0.00,0.275,0.0000138559
KATT,27,0.00,0.268,0.0000059849
EEES,27,0.00,0.501,0.0002297449
ADIP,27,0.00,0.241,0.0000072417
JEWS,27,0.00,0.238,0.0000002550
AKON,27,0.00,0.261,0.0000053134
YLEM,27,0.00,0.232,0.0000028614
IPAS,27,0.00,0.293,0.0000174743
ABUG,26,0.00,0.176,0.0000009485
GYPS,26,0.00,0.150,0.0000006781
ONDE,26,0.00,0.309,0.0000227963
ADDR,26,0.00,0.261,0.0000111786
CCLI,26,0.00,0.172,0.0000026583
JOJO,26,0.00,0.154,0.0000000223
LENZ,26,0.00,0.253,0.0000009795
NAVI,26,0.00,0.245,0.0000034082
NORN,26,0.00,0.268,0.0000197118
SNOT,26,0.00,0.295,0.0000285664
USEE,26,0.00,0.386,0.0000381301
DMAJ,26,0.00,0.181,0.0000002310
PAMS,26,0.00,0.259,0.0000078014
ARSE,26,0.00,0.413,0.0001010839
OOOH,26,0.00,0.248,0.0000096736
BOIS,26,0.00,0.244,0.0000076243
MICH,26,0.00,0.140,0.0000011049
SUPT,26,0.00,0.211,0.0000040209
ISOF,26,0.00,0.235,0.0000042115
MIZE,26,0.00,0.229,0.0000005129
SQMI,26,0.00,0.178,0.0000001129
IOWE,26,0.00,0.284,0.0000066529
RADO,26,0.00,0.299,0.0000228332
TAUR,26,0.00,0.281,0.0000135304
NLCS,26,0.00,0.231,0.0000081158
PHYS,26,0.00,0.154,0.0000008083
ROID,26,0.00,0.245,0.0000121902
NOTO,26,0.00,0.282,0.0000241810
AWAG,26,0.00,0.260,0.0000026896
GARN,26,0.00,0.267,0.0000096854
JAMA,26,0.00,0.260,0.0000007251
AWAR,26,0.00,0.313,0.0000100590
TALA,26,0.00,0.355,0.0000504596
HEME,26,0.00,0.325,0.0000119264
IONO,26,0.00,0.272,0.0000208222
NONS,26,0.00,0.284,0.0000241633
EERS,26,0.00,0.436,0.0001206817
ISSA,26,0.00,0.354,0.0000554112
TUBB,25,0.00,0.132,0.0000005701
BUZZ,25,0.00,0.046,0.0000000021
DABO,25,0.00,0.245,0.0000059183
INEE,25,0.00,0.397,0.0000700870
LADA,25,0.00,0.320,0.0000259285
LUVS,25,0.00,0.173,0.0000008593
NELS,25,0.00,0.340,0.0000391732
UMBO,25,0.00,0.144,0.0000008773
ISTH,25,0.00,0.244,0.0000089330
ANIM,25,0.00,0.264,0.0000117202
BRIS,25,0.00,0.241,0.0000073477
CBGB,25,0.00,0.085,0.0000001925
HEHE,25,0.00,0.321,0.0000100020
TETR,25,0.00,0.352,0.0000505450
OPTO,25,0.00,0.249,0.0000111781
ENLS,25,0.00,0.340,0.0000391732
BIGS,25,0.00,0.188,0.0000019647
EXOD,25,0.00,0.252,0.0000010319
DAZS,25,0.00,0.243,0.0000008268
OBAD,25,0.00,0.245,0.0000059183
UHRY,25,0.00,0.132,0.0000005390
STUF,25,0.00,0.193,0.0000014892
TOFF,25,0.00,0.167,0.0000005712
BOHO,25,0.00,0.192,0.0000024164
MUTI,25,0.00,0.183,0.0000027455
SAPP,25,0.00,0.259,0.0000079349
ANAX,25,0.00,0.293,0.0000021865
GOGH,25,0.00,0.137,0.0000006423
LODZ,25,0.00,0.167,0.0000003243
ISAR,25,0.00,0.337,0.0000452030
REGT,25,0.00,0.300,0.0000136703
ARMA,25,0.00,0.330,0.0000262515
BCUP,25,0.00,0.098,0.0000003392
ARIS,25,0.00,0.337,0.0000452030
AZIZ,25,0.00,0.181,0.0000000346
CLII,25,0.00,0.205,0.0000057378
LACT,25,0.00,0.268,0.0000124809
NICO,25,0.00,0.225,0.0000079145
YEST,25,0.00,0.312,0.0000123472
ARAY,25,0.00,0.317,0.0000136078
PNOM,25,0.00,0.191,0.0000034632
YECH,25,0.00,0.203,0.0000012808
NIPA,25,0.00,0.265,0.0000119208
DHAL,25,0.00,0.228,0.0000051829
CDRS,24,0.00,0.226,0.0000066719
POIS,24,0.00,0.253,0.0000113711
ARAS,24,0.00,0.391,0.0000846687
INRO,24,0.00,0.269,0.0000200668
KAYS,24,0.00,0.228,0.0000014788
LEAL,24,0.00,0.359,0.0000450280
MARI,24,0.00,0.276,0.0000140152
REDI,24,0.00,0.308,0.0000223649
FATA,24,0.00,0.312,0.0000097767
SPAZ,24,0.00,0.234,0.0000006291
TRAD,24,0.00,0.295,0.0000217547
BEME,24,0.00,0.321,0.0000096985
MFRS,24,0.00,0.198,0.0000018120
FAIN,24,0.00,0.247,0.0000044151
QUOI,24,0.00,0.160,0.0000000795
ALLO,24,0.00,0.297,0.0000245430
APIS,24,0.00,0.293,0.0000174743
TNPK,24,0.00,0.170,0.0000012273
TION,24,0.00,0.268,0.0000198387
ACIS,24,0.00,0.294,0.0000178285
CSIS,24,0.00,0.267,0.0000137057
TAMO,24,0.00,0.289,0.0000168886
ADJS,24,0.00,0.242,0.0000007451
APPL,24,0.00,0.224,0.0000047833
AORB,24,0.00,0.281,0.0000116500
JERI,24,0.00,0.273,0.0000012160
NEUF,24,0.00,0.231,0.0000019563
YMHA,24,0.00,0.180,0.0000010338
WORF,24,0.00,0.168,0.0000005877
VOIR,24,0.00,0.217,0.0000026521
NEYO,24,0.00,0.287,0.0000088407
BAMS,24,0.00,0.250,0.0000052308
TOVE,24,0.00,0.292,0.0000058634
VERN,24,0.00,0.278,0.0000047797
HOTL,24,0.00,0.223,0.0000065636
NHRA,24,0.00,0.271,0.0000115457
BCCS,24,0.00,0.164,0.0000013426
XXXX,24,0.00,0.011,0.0000000001
ANES,23,0.00,0.401,0.0000845316
FNMA,23,0.00,0.213,0.0000019711
SAIN,23,0.00,0.325,0.0000378011
AFOG,23,0.00,0.220,0.0000017207
PTAH,23,0.00,0.237,0.0000052766
TAIS,23,0.00,0.336,0.0000446893
WIIG,23,0.00,0.153,0.0000007666
CCUP,23,0.00,0.108,0.0000005161
PERF,23,0.00,0.248,0.0000028622
COSM,23,0.00,0.219,0.0000051795
ORSK,23,0.00,0.246,0.0000048845
JOYS,23,0.00,0.180,0.0000001880
ZORA,23,0.00,0.264,0.0000013777
WEFT,23,0.00,0.230,0.0000010660
MENT,23,0.00,0.297,0.0000162496
PIXY,23,0.00,0.106,0.0000000667
PREF,23,0.00,0.248,0.0000028622
BALT,23,0.00,0.259,0.0000082022
TIPI,23,0.00,0.222,0.0000075240
TASM,23,0.00,0.302,0.0000199515
GROT,23,0.00,0.238,0.0000074511
CONT,23,0.00,0.235,0.0000091912
YEAN,23,0.00,0.327,0.0000135858
BURS,23,0.00,0.202,0.0000027270
ALUI,23,0.00,0.253,0.0000086095
ALLE,23,0.00,0.359,0.0000450280
BROM,23,0.00,0.193,0.0000027768
HARA,23,0.00,0.325,0.0000220155
QTRS,23,0.00,0.233,0.0000003451
AFAT,23,0.00,0.312,0.0000097767
MORA,23,0.00,0.290,0.0000170828
ELAT,23,0.00,0.377,0.0000602425
TRAN,23,0.00,0.319,0.0000358113
BINE,22,0.00,0.278,0.0000095425
LINZ,22,0.00,0.177,0.0000004380
NIDE,22,0.00,0.296,0.0000187027
BALA,22,0.00,0.302,0.0000132293
SQYD,22,0.00,0.140,0.0000000349
EVOE,22,0.00,0.358,0.0000112906
PERS,22,0.00,0.326,0.0000245058
SUZI,22,0.00,0.175,0.0000002745
TELS,22,0.00,0.351,0.0000463115
DLIV,22,0.00,0.159,0.0000009595
ULLA,22,0.00,0.245,0.0000074732
EPRO,22,0.00,0.312,0.0000207438
LUCA,22,0.00,0.220,0.0000039887
ECKO,22,0.00,0.251,0.0000029919
RHUM,22,0.00,0.145,0.0000010397
ISLS,22,0.00,0.292,0.0000256784
ONOS,22,0.00,0.299,0.0000299825
IASK,22,0.00,0.275,0.0000063900
ANKE,22,0.00,0.323,0.0000097482
KNEX,22,0.00,0.211,0.0000002314
DELS,22,0.00,0.316,0.0000237970
HOLO,22,0.00,0.226,0.0000068890
OOOO,22,0.00,0.300,0.0000314920
FISC,22,0.00,0.189,0.0000016008
NYUK,22,0.00,0.108,0.0000001999
DRAC,22,0.00,0.252,0.0000086789
SIEG,22,0.00,0.307,0.0000144299
KUDO,22,0.00,0.145,0.0000006396
KUHN,22,0.00,0.116,0.0000003234
HAPS,22,0.00,0.255,0.0000065425
ONMY,22,0.00,0.177,0.0000017650
GRRS,22,0.00,0.252,0.0000089037
GOOK,22,0.00,0.179,0.0000011055
ACAP,22,0.00,0.287,0.0000105311
OSAR,22,0.00,0.351,0.0000550969
SHAN,21,0.00,0.287,0.0000141531
VOIT,21,0.00,0.216,0.0000026220
FRIT,21,0.00,0.215,0.0000032733
LENE,21,0.00,0.389,0.0000608364
MINA,21,0.00,0.264,0.0000117202
UXOR,21,0.00,0.173,0.0000003371
VERE,21,0.00,0.355,0.0000108809
ASCI,21,0.00,0.294,0.0000178285
BAWD,21,0.00,0.181,0.0000008306
DOPA,21,0.00,0.255,0.0000088267
YEOH,21,0.00,0.250,0.0000033697
PAPS,21,0.00,0.259,0.0000079349
OWLY,21,0.00,0.153,0.0000005976
BORK,21,0.00,0.176,0.0000010328
KENL,21,0.00,0.261,0.0000045175
IERI,21,0.00,0.333,0.0000374788
LYNE,21,0.00,0.265,0.0000062958
POUF,21,0.00,0.136,0.0000004929
SWED,21,0.00,0.273,0.0000046900
HAEC,21,0.00,0.304,0.0000103666
CAMI,21,0.00,0.232,0.0000055277
MCLI,21,0.00,0.171,0.0000025616
SITA,21,0.00,0.336,0.0000446893
CEBU,21,0.00,0.207,0.0000016704
INCL,21,0.00,0.204,0.0000056363
TAZO,21,0.00,0.264,0.0000013620
CIDE,21,0.00,0.264,0.0000088209
ELYS,21,0.00,0.294,0.0000092288
WIEN,21,0.00,0.270,0.0000053616
PROG,21,0.00,0.194,0.0000029135
DAMA,21,0.00,0.294,0.0000133360
EEKA,21,0.00,0.400,0.0000221918
OREN,21,0.00,0.345,0.0000448738
SATI,21,0.00,0.336,0.0000446893
CADI,20,0.00,0.242,0.0000073885
MFOR,20,0.00,0.185,0.0000015338
ATTO,20,0.00,0.333,0.0000439307
EDHS,20,0.00,0.286,0.0000102647
BLVD,20,0.00,0.117,0.0000002921
EXON,20,0.00,0.275,0.0000016987
FROE,20,0.00,0.295,0.0000076828
IBOS,20,0.00,0.244,0.0000076243
OBER,20,0.00,0.303,0.0000139087
GNMA,20,0.00,0.222,0.0000036811
DONO,20,0.00,0.247,0.0000124253
GOAS,20,0.00,0.298,0.0000147320
KORN,20,0.00,0.218,0.0000033322
OBES,20,0.00,0.320,0.0000170497
OLOF,20,0.00,0.214,0.0000030944
WMDS,20,0.00,0.163,0.0000009363
ZALE,20,0.00,0.308,0.0000018677
CATH,20,0.00,0.238,0.0000053835
QUAI,20,0.00,0.200,0.0000001221
WAHL,20,0.00,0.202,0.0000014858
KEAS,20,0.00,0.351,0.0000142896
WHOP,20,0.00,0.136,0.0000005058
PREV,20,0.00,0.246,0.0000022095
REQD,20,0.00,0.247,0.0000002754
OFOZ,20,0.00,0.162,0.0000001284
SARS,20,0.00,0.364,0.0000650891
MCCC,20,0.00,0.113,0.0000006334
PTER,20,0.00,0.309,0.0000197640
MOLY,20,0.00,0.170,0.0000015596
OFUS,20,0.00,0.197,0.0000015630
ENYO,20,0.00,0.287,0.0000088407
GROS,20,0.00,0.255,0.0000092388
HIER,20,0.00,0.294,0.0000140324
VSIX,20,0.00,0.161,0.0000001186
EWEN,20,0.00,0.346,0.0000119898
CETE,20,0.00,0.375,0.0000383879
DEPS,20,0.00,0.291,0.0000124492
LANS,20,0.00,0.317,0.0000328118
BWAY,20,0.00,0.159,0.0000003221
COMS,20,0.00,0.219,0.0000051795
BITO,20,0.00,0.226,0.0000061490
CDLI,20,0.00,0.180,0.0000034239
VDAY,20,0.00,0.174,0.0000004791
VELA,20,0.00,0.314,0.0000067348
EMLY,19,0.00,0.232,0.0000028614
FRAG,19,0.00,0.217,0.0000016582
MIRV,19,0.00,0.169,0.0000009714
TRUK,19,0.00,0.177,0.0000011995
ATOY,19,0.00,0.276,0.0000087544
COLS,19,0.00,0.245,0.0000100704
FIES,19,0.00,0.298,0.0000077266
KIRS,19,0.00,0.232,0.0000040074
PACO,19,0.00,0.246,0.0000068529
VINY,19,0.00,0.144,0.0000004211
DABA,19,0.00,0.286,0.0000090948
KIVA,19,0.00,0.195,0.0000005761
LLBS,19,0.00,0.214,0.0000047130
MIII,19,0.00,0.212,0.0000063699
COLI,19,0.00,0.218,0.0000069936
DCUP,19,0.00,0.116,0.0000006648
MDVI,19,0.00,0.134,0.0000004935
COIT,19,0.00,0.236,0.0000093567
ROFL,19,0.00,0.211,0.0000029822
TWOA,19,0.00,0.272,0.0000064714
WEDO,19,0.00,0.260,0.0000039700
BOPP,19,0.00,0.149,0.0000010918
ENCY,19,0.00,0.241,0.0000033604
DIST,19,0.00,0.258,0.0000142373
ECHT,19,0.00,0.260,0.0000064273
FILO,19,0.00,0.200,0.0000025388
SEKO,19,0.00,0.311,0.0000092987
CYTE,19,0.00,0.252,0.0000039727
MTGS,19,0.00,0.207,0.0000033455
HUIT,19,0.00,0.179,0.0000023025
PCPS,19,0.00,0.173,0.0000019627
RUIZ,19,0.00,0.159,0.0000002240
CERN,19,0.00,0.298,0.0000170565
DCCI,19,0.00,0.155,0.0000018275
LEHR,19,0.00,0.286,0.0000121803
SECO,19,0.00,0.329,0.0000259438
XMAN,19,0.00,0.206,0.0000005212
IMDB,19,0.00,0.144,0.0000011573
DARA,19,0.00,0.339,0.0000350883
AGCY,19,0.00,0.177,0.0000009000
CCCL,19,0.00,0.139,0.0000012316
LONS,19,0.00,0.277,0.0000213518
STUV,19,0.00,0.191,0.0000011496
GMCS,19,0.00,0.164,0.0000013347
RAFA,19,0.00,0.313,0.0000098891
SAML,19,0.00,0.284,0.0000149127
TYES,19,0.00,0.312,0.0000123472
SADO,19,0.00,0.315,0.0000279897
SINH,19,0.00,0.233,0.0000075561
AFIG,18,0.00,0.206,0.0000014117
NAGY,18,0.00,0.209,0.0000019082
COMM,18,0.00,0.158,0.0000016059
IFNI,18,0.00,0.194,0.0000023571
NOCK,18,0.00,0.174,0.0000013142
OGPU,18,0.00,0.145,0.0000009205
RUTA,18,0.00,0.281,0.0000135304
SEMS,18,0.00,0.342,0.0000295345
XIAN,18,0.00,0.240,0.0000011673
MARR,18,0.00,0.287,0.0000164630
PHAR,18,0.00,0.238,0.0000053372
CRIP,18,0.00,0.190,0.0000035259
EGOT,18,0.00,0.303,0.0000141849
NAYA,18,0.00,0.305,0.0000113795
NEKO,18,0.00,0.283,0.0000063435
ZHOU,18,0.00,0.123,0.0000000870
TACS,18,0.00,0.303,0.0000207043
WATS,18,0.00,0.286,0.0000076450
ADDN,18,0.00,0.249,0.0000093481
DEVA,18,0.00,0.297,0.0000046300
LUFT,18,0.00,0.158,0.0000008977
WNET,18,0.00,0.280,0.0000062265
CORY,18,0.00,0.190,0.0000021903
LIAT,18,0.00,0.301,0.0000269394
INMY,18,0.00,0.163,0.0000014481
LIDA,18,0.00,0.267,0.0000138428
SAMP,18,0.00,0.259,0.0000078014
TEUT,18,0.00,0.303,0.0000159700
EYCK,18,0.00,0.190,0.0000005680
CENA,18,0.00,0.341,0.0000271979
COLL,18,0.00,0.210,0.0000060706
JIMS,18,0.00,0.179,0.0000002976
KIST,18,0.00,0.232,0.0000039618
MDIV,18,0.00,0.134,0.0000004935
LIER,18,0.00,0.324,0.0000325320
AWET,18,0.00,0.334,0.0000118728
VIVO,18,0.00,0.152,0.0000002931
CVII,18,0.00,0.159,0.0000008582
POCK,18,0.00,0.141,0.0000006075
HBAR,18,0.00,0.229,0.0000035786
ASIP,18,0.00,0.293,0.0000174743
CFCS,18,0.00,0.156,0.0000007416
QUAG,18,0.00,0.158,0.0000000384
KATS,18,0.00,0.285,0.0000074208
INUP,18,0.00,0.173,0.0000023620
RPTS,18,0.00,0.260,0.0000127263
BEAS,18,0.00,0.360,0.0000262007
MCCI,18,0.00,0.146,0.0000013673
AMIA,18,0.00,0.319,0.0000223483
ERNA,17,0.00,0.385,0.0000689586
GIPP,17,0.00,0.137,0.0000009240
GOIT,17,0.00,0.227,0.0000063433
HOFF,17,0.00,0.119,0.0000001842
JBAR,17,0.00,0.208,0.0000003101
RULA,17,0.00,0.263,0.0000101132
CSNY,17,0.00,0.192,0.0000021638
BARO,17,0.00,0.281,0.0000116500
GAWP,17,0.00,0.173,0.0000006520
HEPA,17,0.00,0.303,0.0000101606
BNEG,17,0.00,0.236,0.0000029972
DERE,17,0.00,0.384,0.0000500128
ROMY,17,0.00,0.189,0.0000021106
UTWO,17,0.00,0.180,0.0000012823
CORR,17,0.00,0.248,0.0000111173
MONS,17,0.00,0.251,0.0000109820
SANI,17,0.00,0.325,0.0000378011
OPPS,17,0.00,0.219,0.0000051635
MOTA,17,0.00,0.289,0.0000168886
TANH,17,0.00,0.270,0.0000114145
ZBAR,17,0.00,0.208,0.0000003441
EVRY,17,0.00,0.232,0.0000011260
CADY,17,0.00,0.194,0.0000017099
DESE,17,0.00,0.400,0.0000613073
ENKE,17,0.00,0.345,0.0000116382
PIKA,17,0.00,0.215,0.0000020151
RCAF,17,0.00,0.226,0.0000024460
TISA,17,0.00,0.336,0.0000446893
CONF,17,0.00,0.174,0.0000013311
GUNG,17,0.00,0.122,0.0000005131
NUYS,17,0.00,0.186,0.0000017334
KWON,17,0.00,0.156,0.0000004853
DVII,17,0.00,0.168,0.0000011054
MSED,17,0.00,0.290,0.0000122397
NOTH,17,0.00,0.230,0.0000074278
YOWS,17,0.00,0.188,0.0000009914
DBLS,17,0.00,0.197,0.0000032400
ATLE,17,0.00,0.377,0.0000602425
INIS,17,0.00,0.272,0.0000201813
ALAP,17,0.00,0.311,0.0000197306
TTTT,17,0.00,0.285,0.0000259505
BEOR,16,0.00,0.303,0.0000139087
MIDS,16,0.00,0.214,0.0000054734
PIAS,16,0.00,0.293,0.0000174743
ITOS,16,0.00,0.296,0.0000290809
VINS,16,0.00,0.218,0.0000026201
APOC,16,0.00,0.246,0.0000068529
NOBU,16,0.00,0.177,0.0000019304
TPED,16,0.00,0.273,0.0000100403
AHOP,16,0.00,0.241,0.0000055382
WAIN,16,0.00,0.247,0.0000044909
PYNE,16,0.00,0.240,0.0000032936
FENN,16,0.00,0.269,0.0000051778
GRRR,16,0.00,0.236,0.0000072634
IXIA,16,0.00,0.241,0.0000011884
ACUE,16,0.00,0.304,0.0000102760
PROT,16,0.00,0.246,0.0000107726
SIPE,16,0.00,0.315,0.0000208621
BAPT,16,0.00,0.233,0.0000042909
SUZE,16,0.00,0.251,0.0000006139
DOSO,16,0.00,0.275,0.0000182139
RTEI,16,0.00,0.342,0.0000435243
AMBS,16,0.00,0.250,0.0000052308
CIEN,16,0.00,0.288,0.0000145205
MEUP,16,0.00,0.216,0.0000024006
FIZZ,16,0.00,0.076,0.0000000031
PKGS,16,0.00,0.146,0.0000004866
ARAW,16,0.00,0.313,0.0000100590
UNCS,16,0.00,0.200,0.0000034701
SYFY,16,0.00,0.127,0.0000001850
ARTA,16,0.00,0.374,0.0000682855
DUSE,16,0.00,0.285,0.0000101750
DOZY,16,0.00,0.128,0.0000000865
CELA,16,0.00,0.334,0.0000240333
RESH,16,0.00,0.321,0.0000202057
ROJO,16,0.00,0.224,0.0000008079
ROKS,16,0.00,0.246,0.0000048845
ONBY,16,0.00,0.168,0.0000012037
HOAG,16,0.00,0.232,0.0000038306
INOW,16,0.00,0.207,0.0000029224
QRST,16,0.00,0.233,0.0000003451
WCTU,16,0.00,0.133,0.0000004874
NOID,16,0.00,0.233,0.0000101941
CORM,16,0.00,0.203,0.0000042253
SUNY,16,0.00,0.186,0.0000017334
GANT,16,0.00,0.266,0.0000095754
TENG,16,0.00,0.288,0.0000114318
ALEN,16,0.00,0.366,0.0000509570
MECH,16,0.00,0.216,0.0000024709
GASX,16,0.00,0.226,0.0000005374
BBOY,16,0.00,0.127,0.0000003731
IVIE,16,0.00,0.268,0.0000041423
UMNO,16,0.00,0.186,0.0000028306
ULVA,16,0.00,0.199,0.0000011177
OYES,16,0.00,0.315,0.0000129593
VING,16,0.00,0.149,0.0000005715
EHLE,16,0.00,0.351,0.0000231880
ONAT,16,0.00,0.322,0.0000371595
ULTA,16,0.00,0.263,0.0000099983
DEEE,16,0.00,0.449,0.0000952107
OLPE,16,0.00,0.294,0.0000153286
NIMS,16,0.00,0.238,0.0000090099
DATS,15,0.00,0.312,0.0000266676
ESOP,15,0.00,0.329,0.0000254284
SERO,15,0.00,0.373,0.0000657789
VACA,15,0.00,0.267,0.0000030109
DURO,15,0.00,0.207,0.0000045243
JODY,15,0.00,0.128,0.0000000779
PATA,15,0.00,0.330,0.0000263974
VAVA,15,0.00,0.246,0.0000008437
LOUP,15,0.00,0.179,0.0000025440
SCOP,15,0.00,0.220,0.0000052682
WABE,15,0.00,0.282,0.0000031128
DOMS,15,0.00,0.228,0.0000066714
JAGR,15,0.00,0.209,0.0000003199
APOT,15,0.00,0.289,0.0000171777
BTWO,15,0.00,0.176,0.0000010519
BUON,15,0.00,0.177,0.0000019304
FREI,15,0.00,0.281,0.0000063032
HOWI,15,0.00,0.170,0.0000011139
MDCI,15,0.00,0.154,0.0000017611
STMT,15,0.00,0.259,0.0000123699
YUNG,15,0.00,0.117,0.0000003781
MARU,15,0.00,0.238,0.0000052016
SXSW,15,0.00,0.190,0.0000002250
IRID,15,0.00,0.232,0.0000100012
JENA,15,0.00,0.315,0.0000019047
HITA,15,0.00,0.271,0.0000116201
ASIM,15,0.00,0.293,0.0000171802
AFLY,15,0.00,0.193,0.0000009029
CCCI,15,0.00,0.147,0.0000014188
PAIX,15,0.00,0.207,0.0000005396
BIKO,15,0.00,0.165,0.0000008792
ZOIC,15,0.00,0.167,0.0000002901
ADDY,15,0.00,0.203,0.0000022023
EFAX,15,0.00,0.266,0.0000004469
CDII,15,0.00,0.188,0.0000039446
JOON,15,0.00,0.212,0.0000006756
AJET,15,0.00,0.326,0.0000022518
UCSB,15,0.00,0.158,0.0000010756
MEAS,15,0.00,0.368,0.0000384189
MLIV,15,0.00,0.150,0.0000007178
JUJU,15,0.00,0.050,0.0000000021
BUNG,15,0.00,0.121,0.0000004974
EHOW,15,0.00,0.246,0.0000024909
XERO,15,0.00,0.287,0.0000020313
EVOO,15,0.00,0.295,0.0000061540
ACOG,15,0.00,0.238,0.0000047400
UPIS,15,0.00,0.201,0.0000034624
OSAS,15,0.00,0.367,0.0000675395
TICO,15,0.00,0.236,0.0000093567
CYTO,15,0.00,0.189,0.0000021654
LYTE,15,0.00,0.276,0.0000074431
MORI,15,0.00,0.236,0.0000091202
ANIT,15,0.00,0.308,0.0000304866
WAHS,15,0.00,0.237,0.0000024648
AGUT,15,0.00,0.229,0.0000036178
BOYO,15,0.00,0.183,0.0000014936
LDRS,15,0.00,0.251,0.0000125002
TOAN,15,0.00,0.322,0.0000371595
ANEG,15,0.00,0.332,0.0000184384
INDC,15,0.00,0.187,0.0000038748
KCAL,15,0.00,0.207,0.0000017846
BIRO,15,0.00,0.227,0.0000062197
REFT,15,0.00,0.291,0.0000073199
KAAT,15,0.00,0.312,0.0000096531
AWAC,15,0.00,0.269,0.0000039674
LEDE,15,0.00,0.365,0.0000369570
HODA,15,0.00,0.250,0.0000072779
LOUR,15,0.00,0.223,0.0000065810
KYAT,15,0.00,0.211,0.0000011927
DDTS,14,0.00,0.233,0.0000084959
