answer,count,percent,sum,prob
NIEN,1,0.00,0.320,0.0000307872
OUES,1,0.00,0.324,0.0000207832
RATH,1,0.00,0.282,0.0000136496
SAFT,1,0.00,0.285,0.0000075159
SILE,1,0.00,0.341,0.0000398788
SLEE,1,0.00,0.417,0.0000891778
TODA,1,0.00,0.298,0.0000225737
UVAE,1,0.00,0.283,0.0000028796
ZEPS,1,0.00,0.256,0.0000007511
ACRI,1,0.00,0.277,0.0000145440
BAMB,1,0.00,0.180,0.0000011060
BTEE,1,0.00,0.365,0.0000252277
GWAN,1,0.00,0.205,0.0000014105
HRSH,1,0.00,0.207,0.0000033830
IAFO,1,0.00,0.262,0.0000054784
LACO,1,0.00,0.272,0.0000130996
MMDX,1,0.00,0.094,0.0000000755
OKAR,1,0.00,0.272,0.0000063538
SCYE,1,0.00,0.269,0.0000049258
SRRS,1,0.00,0.321,0.0000408191
TRNA,1,0.00,0.319,0.0000358113
TXAS,1,0.00,0.278,0.0000019872
VTRS,1,0.00,0.240,0.0000036385
XILE,1,0.00,0.255,0.0000012315
XIST,1,0.00,0.224,0.0000010609
XPOS,1,0.00,0.194,0.0000005056
XURB,1,0.00,0.116,0.0000000842
ZYXW,1,0.00,0.030,0.0000000009
AMSH,1,0.00,0.254,0.0000064325
ASGN,1,0.00,0.283,0.0000118727
AURE,1,0.00,0.348,0.0000260542
BERA,1,0.00,0.343,0.0000213738
CAAW,1,0.00,0.269,0.0000039674
EDJR,1,0.00,0.248,0.0000007256
EFTA,1,0.00,0.334,0.0000116722
EWAS,1,0.00,0.352,0.0000147213
FUCA,1,0.00,0.177,0.0000007728
INOP,1,0.00,0.225,0.0000077573
INSE,1,0.00,0.348,0.0000451298
KEET,1,0.00,0.356,0.0000137589
MIRS,1,0.00,0.250,0.0000107742
MITO,1,0.00,0.235,0.0000090165
ORED,1,0.00,0.321,0.0000272600
RESD,1,0.00,0.335,0.0000322038
SKAW,1,0.00,0.224,0.0000010931
SWBS,1,0.00,0.206,0.0000015408
USBE,1,0.00,0.267,0.0000051915
VELS,1,0.00,0.287,0.0000051773
AMST,1,0.00,0.302,0.0000199515
PORR,1,0.00,0.247,0.0000108964
POSI,1,0.00,0.253,0.0000113711
BLIT,1,0.00,0.205,0.0000043790
GERS,1,0.00,0.317,0.0000169501
JNTS,1,0.00,0.222,0.0000007604
YAGA,1,0.00,0.264,0.0000036385
ORTA,1,0.00,0.334,0.0000444358
RAWN,1,0.00,0.258,0.0000052753
BALC,1,0.00,0.216,0.0000032722
BCAR,1,0.00,0.234,0.0000044282
BRYO,1,0.00,0.180,0.0000014394
CRUM,1,0.00,0.151,0.0000012866
GAND,1,0.00,0.231,0.0000049203
GREA,1,0.00,0.344,0.0000220489
NGER,1,0.00,0.289,0.0000115632
WYSE,1,0.00,0.251,0.0000018188
JOLO,1,0.00,0.205,0.0000005970
JOOK,1,0.00,0.162,0.0000001142
AUOY,1,0.00,0.227,0.0000027978
TOIS,1,0.00,0.296,0.0000290809
UGNI,1,0.00,0.164,0.0000016338
GNIW,1,0.00,0.152,0.0000007531
KNAB,1,0.00,0.204,0.0000013272
PXES,1,0.00,0.257,0.0000009277
TWOO,1,0.00,0.232,0.0000042112
OHAD,1,0.00,0.250,0.0000072779
KALA,1,0.00,0.294,0.0000072151
MUHC,1,0.00,0.102,0.0000004101
OHOC,1,0.00,0.201,0.0000036769
USIN,1,0.00,0.233,0.0000074901
VELE,1,0.00,0.336,0.0000080405
SOST,1,0.00,0.323,0.0000418744
DUMS,1,0.00,0.175,0.0000020314
IDUB,1,0.00,0.140,0.0000009621
LOUU,1,0.00,0.174,0.0000020793
NETA,1,0.00,0.384,0.0000681749
PUFT,1,0.00,0.132,0.0000004696
QUBI,1,0.00,0.104,0.0000000199
TUUO,1,0.00,0.192,0.0000027819
FELA,1,0.00,0.316,0.0000087243
PARV,1,0.00,0.223,0.0000018507
RVED,1,0.00,0.254,0.0000029036
XPIN,1,0.00,0.152,0.0000002830
YANI,1,0.00,0.251,0.0000060753
YSEE,1,0.00,0.378,0.0000237759
AQSE,1,0.00,0.342,0.0000010597
HASS,1,0.00,0.315,0.0000207465
LDLS,1,0.00,0.232,0.0000092371
MGMS,1,0.00,0.163,0.0000012862
NECS,1,0.00,0.315,0.0000209084
QBAN,1,0.00,0.195,0.0000000984
SAHM,1,0.00,0.254,0.0000064325
AYCE,1,0.00,0.295,0.0000064076
ERTZ,1,0.00,0.283,0.0000015671
DISG,1,0.00,0.206,0.0000038506
FERB,1,0.00,0.239,0.0000019191
IGNO,1,0.00,0.216,0.0000053655
NBAD,1,0.00,0.231,0.0000047696
CDIM,1,0.00,0.154,0.0000017611
SDAE,1,0.00,0.378,0.0000513514
SDRY,1,0.00,0.212,0.0000033327
USDI,1,0.00,0.209,0.0000045501
PIGG,1,0.00,0.128,0.0000006391
HUSI,1,0.00,0.196,0.0000028549
ISRA,1,0.00,0.337,0.0000452030
AREW,1,0.00,0.335,0.0000120093
CAOR,1,0.00,0.291,0.0000177274
GAER,1,0.00,0.344,0.0000220489
GAHI,1,0.00,0.219,0.0000031427
GRAE,1,0.00,0.344,0.0000220489
LAED,1,0.00,0.343,0.0000309555
MIGV,1,0.00,0.116,0.0000002597
OLRA,1,0.00,0.316,0.0000332133
REMA,1,0.00,0.352,0.0000313411
SAER,1,0.00,0.413,0.0001010839
AMAC,1,0.00,0.286,0.0000103539
ABLT,1,0.00,0.259,0.0000082022
ACHD,1,0.00,0.203,0.0000027663
AYEM,1,0.00,0.294,0.0000061746
BIOT,1,0.00,0.226,0.0000061490
CUPO,1,0.00,0.154,0.0000013579
DRAP,1,0.00,0.252,0.0000085065
EORW,1,0.00,0.295,0.0000078148
EREB,1,0.00,0.366,0.0000255177
GSOS,1,0.00,0.271,0.0000113253
IOAM,1,0.00,0.279,0.0000145428
ISOR,1,0.00,0.297,0.0000294152
LABI,1,0.00,0.249,0.0000070629
NSTH,1,0.00,0.243,0.0000087749
POTT,1,0.00,0.246,0.0000106502
TIPE,1,0.00,0.298,0.0000168254
AGIS,1,0.00,0.284,0.0000120866
ANDO,1,0.00,0.287,0.0000190943
AORT,1,0.00,0.334,0.0000444358
DADD,1,0.00,0.225,0.0000056788
DEMY,1,0.00,0.216,0.0000019671
FOXE,1,0.00,0.225,0.0000002908
HUKS,1,0.00,0.145,0.0000004741
IIPM,1,0.00,0.178,0.0000028925
JEUD,1,0.00,0.199,0.0000002293
KMYE,1,0.00,0.189,0.0000005474
KULP,1,0.00,0.114,0.0000003466
LOOA,1,0.00,0.318,0.0000344637
NDAY,1,0.00,0.226,0.0000036253
OOST,1,0.00,0.310,0.0000354460
TANO,1,0.00,0.322,0.0000371595
TEMS,1,0.00,0.325,0.0000238197
TIWA,1,0.00,0.258,0.0000053093
ZIFF,1,0.00,0.084,0.0000000145
DBMS,1,0.00,0.171,0.0000016665
DESL,1,0.00,0.316,0.0000237970
GRUN,1,0.00,0.175,0.0000019191
SAOS,1,0.00,0.367,0.0000675395
TBLS,1,0.00,0.232,0.0000063054
AGST,1,0.00,0.294,0.0000140362
ANDW,1,0.00,0.223,0.0000026799
CIRO,1,0.00,0.237,0.0000094643
CNOS,1,0.00,0.252,0.0000113964
EYEY,1,0.00,0.303,0.0000038212
FAUT,1,0.00,0.220,0.0000019372
FURO,1,0.00,0.180,0.0000012751
HAMP,1,0.00,0.193,0.0000020285
KOPH,1,0.00,0.136,0.0000004910
LEPT,1,0.00,0.290,0.0000146046
TILS,1,0.00,0.275,0.0000207097
CXLI,1,0.00,0.146,0.0000002551
GENN,1,0.00,0.277,0.0000096698
YINS,1,0.00,0.225,0.0000046704
GRWT,1,0.00,0.173,0.0000010458
RTGS,1,0.00,0.251,0.0000088025
ACOR,1,0.00,0.291,0.0000177274
YUMS,1,0.00,0.153,0.0000007878
CMXI,1,0.00,0.120,0.0000001312
BYOL,1,0.00,0.161,0.0000010636
DJIA,1,0.00,0.215,0.0000005174
MCIX,1,0.00,0.120,0.0000001312
BACI,1,0.00,0.224,0.0000037698
KWIK,1,0.00,0.092,0.0000000673
HFCS,1,0.00,0.150,0.0000005994
MAGN,1,0.00,0.222,0.0000036811
MMYY,1,0.00,0.083,0.0000001523
ONGO,1,0.00,0.229,0.0000065399
WINA,1,0.00,0.247,0.0000044909
KOAS,1,0.00,0.289,0.0000077887
HYPH,1,0.00,0.088,0.0000002102
BHAM,1,0.00,0.184,0.0000013601
GLUC,1,0.00,0.124,0.0000006688
GYNO,1,0.00,0.169,0.0000012417
AICS,1,0.00,0.294,0.0000178285
BAED,1,0.00,0.308,0.0000108581
CERS,1,0.00,0.327,0.0000250026
CHAY,1,0.00,0.181,0.0000010728
CNAP,1,0.00,0.232,0.0000055229
CSUP,1,0.00,0.168,0.0000016041
CTLE,1,0.00,0.291,0.0000149007
DBOY,1,0.00,0.145,0.0000007312
DPAT,1,0.00,0.251,0.0000084098
FCAR,1,0.00,0.226,0.0000024460
FEDU,1,0.00,0.207,0.0000011884
LOCE,1,0.00,0.294,0.0000156393
MXLI,1,0.00,0.145,0.0000002459
SBID,1,0.00,0.205,0.0000037327
SCHE,1,0.00,0.277,0.0000079693
SSET,1,0.00,0.386,0.0000768252
SUMU,1,0.00,0.162,0.0000012634
TAVE,1,0.00,0.332,0.0000090104
TMBS,1,0.00,0.206,0.0000032431
TYBA,1,0.00,0.219,0.0000021868
ANIE,1,0.00,0.374,0.0000587054
AROU,1,0.00,0.285,0.0000142011
ASPC,1,0.00,0.260,0.0000080958
BMER,1,0.00,0.256,0.0000050945
DARY,1,0.00,0.238,0.0000043352
DJIM,1,0.00,0.128,0.0000001233
DTIE,1,0.00,0.307,0.0000221107
ELBO,1,0.00,0.284,0.0000102778
EPCS,1,0.00,0.282,0.0000096653
ERED,1,0.00,0.384,0.0000500128
EYEB,1,0.00,0.308,0.0000050273
FOFF,1,0.00,0.106,0.0000000827
FTOF,1,0.00,0.167,0.0000005712
GLES,1,0.00,0.299,0.0000125253
HALP,1,0.00,0.219,0.0000039440
INAC,1,0.00,0.265,0.0000121624
LNES,1,0.00,0.340,0.0000391732
LORR,1,0.00,0.273,0.0000208289
MELR,1,0.00,0.290,0.0000145239
MMEP,1,0.00,0.220,0.0000028878
MPIE,1,0.00,0.254,0.0000064683
NCHO,1,0.00,0.187,0.0000029633
NEWM,1,0.00,0.236,0.0000023937
ODDB,1,0.00,0.167,0.0000018855
PDOM,1,0.00,0.167,0.0000021039
PKES,1,0.00,0.264,0.0000034642
PMAN,1,0.00,0.231,0.0000053220
PMET,1,0.00,0.264,0.0000075117
PNES,1,0.00,0.314,0.0000204930
POPT,1,0.00,0.202,0.0000041644
PTCH,1,0.00,0.151,0.0000013051
PTON,1,0.00,0.235,0.0000090086
RISR,1,0.00,0.294,0.0000283480
RTTA,1,0.00,0.330,0.0000423369
SALY,1,0.00,0.271,0.0000077302
SEPA,1,0.00,0.369,0.0000390764
SUBL,1,0.00,0.183,0.0000020151
THED,1,0.00,0.268,0.0000082785
TIPT,1,0.00,0.232,0.0000087377
TOPT,1,0.00,0.246,0.0000106502
TPER,1,0.00,0.309,0.0000197640
TSUP,1,0.00,0.211,0.0000040209
TTEN,1,0.00,0.341,0.0000422684
UBLE,1,0.00,0.232,0.0000031295
ANGA,1,0.00,0.310,0.0000154442
BIGF,1,0.00,0.110,0.0000002295
BLUF,1,0.00,0.105,0.0000002354
CRHE,1,0.00,0.261,0.0000065012
DISP,1,0.00,0.215,0.0000055670
DLIN,1,0.00,0.212,0.0000072596
EAYE,1,0.00,0.404,0.0000309279
EEKE,1,0.00,0.423,0.0000264943
ESIN,1,0.00,0.348,0.0000451298
EVOR,1,0.00,0.293,0.0000059308
GETW,1,0.00,0.239,0.0000019909
GOTI,1,0.00,0.227,0.0000063433
HGAR,1,0.00,0.230,0.0000036916
HUMD,1,0.00,0.110,0.0000005282
INKW,1,0.00,0.143,0.0000003981
KLEM,1,0.00,0.228,0.0000020532
LEAV,1,0.00,0.314,0.0000067348
LEIC,1,0.00,0.281,0.0000128309
MMYS,1,0.00,0.158,0.0000009477
ONIA,1,0.00,0.312,0.0000319980
OTER,1,0.00,0.356,0.0000530508
PENK,1,0.00,0.236,0.0000023633
RERY,1,0.00,0.296,0.0000101883
RIES,1,0.00,0.360,0.0000539668
RTOR,1,0.00,0.291,0.0000278668
RUTY,1,0.00,0.181,0.0000016717
SAYC,1,0.00,0.246,0.0000041259
SEMA,1,0.00,0.368,0.0000384189
SGAP,1,0.00,0.251,0.0000054884
SORO,1,0.00,0.311,0.0000358535
SPRI,1,0.00,0.250,0.0000109586
STRN,1,0.00,0.292,0.0000275300
TAPW,1,0.00,0.225,0.0000024109
TEDK,1,0.00,0.256,0.0000036716
UTER,1,0.00,0.304,0.0000161536
WATV,1,0.00,0.205,0.0000006893
BFTS,1,0.00,0.189,0.0000012217
CHAF,1,0.00,0.177,0.0000007796
CRST,1,0.00,0.261,0.0000129842
DHRN,1,0.00,0.192,0.0000036783
DNTT,1,0.00,0.240,0.0000112793
EEMS,1,0.00,0.391,0.0000458674
ESTY,1,0.00,0.312,0.0000123472
GETI,1,0.00,0.290,0.0000116377
GSSS,1,0.00,0.285,0.0000133792
HNTR,1,0.00,0.227,0.0000071583
IRTS,1,0.00,0.294,0.0000280258
LAMO,1,0.00,0.271,0.0000126233
LNCR,1,0.00,0.214,0.0000066207
MSHT,1,0.00,0.210,0.0000039881
NADI,1,0.00,0.274,0.0000156655
NGTN,1,0.00,0.211,0.0000050217
NODU,1,0.00,0.195,0.0000037834
NSER,1,0.00,0.359,0.0000530120
OLST,1,0.00,0.288,0.0000252426
PENI,1,0.00,0.287,0.0000142320
RETR,1,0.00,0.353,0.0000511261
RGTR,1,0.00,0.235,0.0000071808
RLMS,1,0.00,0.241,0.0000093521
RNNT,1,0.00,0.264,0.0000187807
SHRP,1,0.00,0.212,0.0000041030
SMAC,1,0.00,0.260,0.0000079595
SPGT,1,0.00,0.207,0.0000034028
SPLR,1,0.00,0.242,0.0000095122
STLT,1,0.00,0.285,0.0000240503
TNGS,1,0.00,0.240,0.0000073611
TPPR,1,0.00,0.199,0.0000040133
TTMS,1,0.00,0.259,0.0000123699
UDEN,1,0.00,0.257,0.0000069413
ABHO,1,0.00,0.232,0.0000037133
AMAX,1,0.00,0.260,0.0000009937
ARUE,1,0.00,0.348,0.0000260542
BDIG,1,0.00,0.136,0.0000008142
FIXX,1,0.00,0.077,0.0000000047
HIOP,1,0.00,0.187,0.0000029567
JSET,1,0.00,0.299,0.0000017311
RIAT,1,0.00,0.320,0.0000364563
ROAT,1,0.00,0.334,0.0000444358
SKIX,1,0.00,0.163,0.0000001517
XATE,1,0.00,0.327,0.0000030861
ACDS,1,0.00,0.269,0.0000106389
CAFS,1,0.00,0.242,0.0000029984
CLIS,1,0.00,0.232,0.0000082620
GHAI,1,0.00,0.219,0.0000031427
LROI,1,0.00,0.262,0.0000177319
MAIR,1,0.00,0.276,0.0000140152
OISU,1,0.00,0.248,0.0000092939
SECA,1,0.00,0.370,0.0000398685
TROE,1,0.00,0.356,0.0000530508
CNNZ,1,0.00,0.151,0.0000002296
DSNG,1,0.00,0.205,0.0000037825
FDST,1,0.00,0.207,0.0000023944
FTSR,1,0.00,0.242,0.0000047134
GANZ,1,0.00,0.197,0.0000002969
HBTL,1,0.00,0.166,0.0000016395
IDOG,1,0.00,0.192,0.0000032595
JNLC,1,0.00,0.144,0.0000001829
KROD,1,0.00,0.194,0.0000020242
LTTC,1,0.00,0.225,0.0000077381
NKNT,1,0.00,0.202,0.0000026549
NSNR,1,0.00,0.281,0.0000232866
NTHM,1,0.00,0.182,0.0000027207
QTTN,1,0.00,0.204,0.0000002328
RLSH,1,0.00,0.237,0.0000078431
RSDD,1,0.00,0.234,0.0000085936
RSNR,1,0.00,0.293,0.0000278464
SRPC,1,0.00,0.217,0.0000050771
STNN,1,0.00,0.281,0.0000230220
STTC,1,0.00,0.260,0.0000128367
TMTT,1,0.00,0.242,0.0000099764
VDTP,1,0.00,0.144,0.0000005829
ZNNG,1,0.00,0.142,0.0000001557
ABIB,1,0.00,0.214,0.0000024774
ACCA,1,0.00,0.287,0.0000107445
ADEL,1,0.00,0.343,0.0000309555
AINS,1,0.00,0.325,0.0000378011
AISE,1,0.00,0.403,0.0000860541
AKEN,1,0.00,0.323,0.0000097482
ALIN,1,0.00,0.290,0.0000227871
ANAN,1,0.00,0.351,0.0000483021
AORS,1,0.00,0.351,0.0000550969
ARAK,1,0.00,0.313,0.0000097640
ARBA,1,0.00,0.321,0.0000179029
AREE,1,0.00,0.462,0.0001569842
ARRU,1,0.00,0.282,0.0000136859
ASSA,1,0.00,0.407,0.0001037895
ASSR,1,0.00,0.364,0.0000650891
ATNA,1,0.00,0.362,0.0000571038
ATOL,1,0.00,0.315,0.0000328358
AUSE,1,0.00,0.364,0.0000319380
BASA,1,0.00,0.337,0.0000219459
BLON,1,0.00,0.207,0.0000045148
BONI,1,0.00,0.215,0.0000052013
BRAB,1,0.00,0.225,0.0000029101
BROT,1,0.00,0.237,0.0000072230
BUFO,1,0.00,0.127,0.0000003305
CATY,1,0.00,0.229,0.0000033276
CHAM,1,0.00,0.194,0.0000020696
CRAX,1,0.00,0.219,0.0000006467
CSEA,1,0.00,0.370,0.0000398685
DARI,1,0.00,0.285,0.0000187330
DEVE,1,0.00,0.320,0.0000055276
DNAY,1,0.00,0.226,0.0000036253
EART,1,0.00,0.396,0.0000815244
EDAR,1,0.00,0.361,0.0000418911
EIDE,1,0.00,0.373,0.0000425766
ELOD,1,0.00,0.302,0.0000201438
ENEE,1,0.00,0.473,0.0001567301
ERTA,1,0.00,0.396,0.0000815244
FAGS,1,0.00,0.233,0.0000020327
FMCS,1,0.00,0.155,0.0000007147
FTRS,1,0.00,0.242,0.0000047134
GOSE,1,0.00,0.320,0.0000175882
GRUM,1,0.00,0.142,0.0000008722
HBRS,1,0.00,0.202,0.0000027511
HERL,1,0.00,0.286,0.0000121803
HLDS,1,0.00,0.202,0.0000039843
HMLT,1,0.00,0.175,0.0000024041
IHIS,1,0.00,0.234,0.0000076922
LBRS,1,0.00,0.233,0.0000063779
LDGS,1,0.00,0.198,0.0000033424
LFTS,1,0.00,0.224,0.0000034830
LIPP,1,0.00,0.171,0.0000025537
LISO,1,0.00,0.278,0.0000217364
LIUT,1,0.00,0.209,0.0000053379
LLYN,1,0.00,0.181,0.0000024438
LYNS,1,0.00,0.216,0.0000040540
MAUX,1,0.00,0.168,0.0000001969
MDME,1,0.00,0.229,0.0000037949
MELI,1,0.00,0.280,0.0000123644
MIAW,1,0.00,0.215,0.0000020411
MORS,1,0.00,0.263,0.0000131324
NASK,1,0.00,0.274,0.0000062770
NEPH,1,0.00,0.249,0.0000053286
NIED,1,0.00,0.296,0.0000187027
NOSU,1,0.00,0.247,0.0000091295
NOVE,1,0.00,0.281,0.0000049596
OPAR,1,0.00,0.290,0.0000173752
OYOU,1,0.00,0.187,0.0000018206
PALA,1,0.00,0.311,0.0000197306
PEBA,1,0.00,0.299,0.0000082625
RADA,1,0.00,0.339,0.0000350883
RERE,1,0.00,0.419,0.0000984489
RIER,1,0.00,0.343,0.0000440246
RIGI,1,0.00,0.214,0.0000052640
RION,1,0.00,0.269,0.0000200668
RISO,1,0.00,0.297,0.0000294152
ROWY,1,0.00,0.172,0.0000008087
RUHE,1,0.00,0.255,0.0000052080
RUOY,1,0.00,0.184,0.0000017546
SDNA,1,0.00,0.301,0.0000225572
SETO,1,0.00,0.372,0.0000650313
SOLR,1,0.00,0.289,0.0000255327
STLG,1,0.00,0.233,0.0000065046
SUAM,1,0.00,0.254,0.0000063763
TAAR,1,0.00,0.374,0.0000682855
TLRS,1,0.00,0.285,0.0000243267
TTIM,1,0.00,0.232,0.0000085906
ULAE,1,0.00,0.329,0.0000192528
UNAL,1,0.00,0.252,0.0000084572
VOLA,1,0.00,0.251,0.0000036709
VOLO,1,0.00,0.211,0.0000023888
WFTU,1,0.00,0.115,0.0000001769
YENI,1,0.00,0.273,0.0000072532
ABUL,1,0.00,0.210,0.0000026213
AINO,1,0.00,0.312,0.0000319980
BAUR,1,0.00,0.229,0.0000035473
BLAE,1,0.00,0.325,0.0000157942
IMRI,1,0.00,0.223,0.0000074824
JUIN,1,0.00,0.147,0.0000001688
KASI,1,0.00,0.275,0.0000063900
KRAG,1,0.00,0.217,0.0000016373
LUMS,1,0.00,0.192,0.0000029549
MISH,1,0.00,0.200,0.0000034342
NATH,1,0.00,0.270,0.0000114145
TUFU,1,0.00,0.127,0.0000003838
CAWK,1,0.00,0.164,0.0000003517
CLIN,1,0.00,0.204,0.0000056363
CYDS,1,0.00,0.168,0.0000013145
DARB,1,0.00,0.243,0.0000057036
LWOW,1,0.00,0.149,0.0000004418
LYCO,1,0.00,0.171,0.0000016185
MITY,1,0.00,0.174,0.0000017119
NYSA,1,0.00,0.278,0.0000087480
RAKA,1,0.00,0.313,0.0000097640
SEAY,1,0.00,0.355,0.0000199149
SGLS,1,0.00,0.250,0.0000080652
SIDH,1,0.00,0.210,0.0000045902
TIBI,1,0.00,0.213,0.0000050448
WOIM,1,0.00,0.174,0.0000013282
AHAM,1,0.00,0.281,0.0000083674
AJAB,1,0.00,0.251,0.0000004945
ASSS,1,0.00,0.381,0.0000797882
BISE,1,0.00,0.306,0.0000139880
BMTS,1,0.00,0.206,0.0000032431
DEDO,1,0.00,0.286,0.0000138483
DINH,1,0.00,0.182,0.0000031314
DYCE,1,0.00,0.217,0.0000020414
ESPS,1,0.00,0.342,0.0000300400
FLUO,1,0.00,0.161,0.0000009422
GOPS,1,0.00,0.211,0.0000035715
GORO,1,0.00,0.241,0.0000078205
PESS,1,0.00,0.342,0.0000300400
SOCS,1,0.00,0.280,0.0000167055
VAIR,1,0.00,0.257,0.0000040756
WIRT,1,0.00,0.216,0.0000033296
ALLJ,1,0.00,0.224,0.0000006533
BCCI,1,0.00,0.137,0.0000009324
BNBB,1,0.00,0.117,0.0000003956
FFXZ,1,0.00,0.026,0.0000000006
FNPT,1,0.00,0.170,0.0000012430
GMIZ,1,0.00,0.110,0.0000000720
HARJ,1,0.00,0.212,0.0000003814
HULS,1,0.00,0.188,0.0000024781
LUCS,1,0.00,0.193,0.0000030663
NESI,1,0.00,0.348,0.0000451298
PEPI,1,0.00,0.255,0.0000065790
UWIR,1,0.00,0.167,0.0000010641
XBKK,1,0.00,0.042,0.0000000053
DECL,1,0.00,0.256,0.0000076567
GYPO,1,0.00,0.136,0.0000005740
HOBE,1,0.00,0.254,0.0000044333
IODE,1,0.00,0.310,0.0000232068
LAUT,1,0.00,0.263,0.0000099983
MOCA,1,0.00,0.246,0.0000067376
PAUP,1,0.00,0.194,0.0000020452
REAO,1,0.00,0.400,0.0000855659
VEGS,1,0.00,0.253,0.0000018734
YODS,1,0.00,0.214,0.0000034582
YOGH,1,0.00,0.131,0.0000004733
DAID,1,0.00,0.250,0.0000095165
LIGN,1,0.00,0.194,0.0000038210
LITD,1,0.00,0.223,0.0000085825
QUAE,1,0.00,0.276,0.0000002731
TODI,1,0.00,0.244,0.0000120517
YAHI,1,0.00,0.214,0.0000023156
AMUL,1,0.00,0.219,0.0000038437
BIED,1,0.00,0.254,0.0000057969
DATO,1,0.00,0.298,0.0000225737
LABE,1,0.00,0.325,0.0000157942
PRIS,1,0.00,0.250,0.0000109586
REUS,1,0.00,0.321,0.0000200292
TOXO,1,0.00,0.224,0.0000010946
KOBU,1,0.00,0.127,0.0000003263
MEDU,1,0.00,0.224,0.0000031548
BIOU,1,0.00,0.178,0.0000019652
DUNA,1,0.00,0.235,0.0000058141
PHAG,1,0.00,0.185,0.0000014271
TZZT,1,0.00,0.147,0.0000000249
ZSUM,1,0.00,0.141,0.0000001226
BCAT,1,0.00,0.234,0.0000043778
BOBW,1,0.00,0.123,0.0000002758
BSEA,1,0.00,0.360,0.0000262007
CUYP,1,0.00,0.093,0.0000002578
FELI,1,0.00,0.263,0.0000046577
MRNA,1,0.00,0.275,0.0000137672
THAE,1,0.00,0.347,0.0000259851
WTIE,1,0.00,0.281,0.0000063386
ZOGI,1,0.00,0.158,0.0000001967
MLXX,1,0.00,0.086,0.0000000109
NORT,1,0.00,0.279,0.0000233037
SELZ,1,0.00,0.281,0.0000014358
ERKS,1,0.00,0.308,0.0000089614
MAMO,1,0.00,0.245,0.0000064926
NGED,1,0.00,0.254,0.0000058742
OOLO,1,0.00,0.278,0.0000224267
RISA,1,0.00,0.337,0.0000452030
STOO,1,0.00,0.310,0.0000354460
TIAR,1,0.00,0.320,0.0000364563
TRUL,1,0.00,0.220,0.0000062702
DXIV,1,0.00,0.109,0.0000000492
EPHS,1,0.00,0.277,0.0000078110
SOMN,1,0.00,0.251,0.0000109820
XXXI,1,0.00,0.070,0.0000000013
CABE,1,0.00,0.300,0.0000084300
JOKY,1,0.00,0.101,0.0000000217
LIRI,1,0.00,0.248,0.0000145478
NIKS,1,0.00,0.221,0.0000033512
SALO,1,0.00,0.332,0.0000407139
ETTO,1,0.00,0.355,0.0000524479
HITC,1,0.00,0.184,0.0000028742
IGHT,1,0.00,0.175,0.0000019485
KIXX,1,0.00,0.077,0.0000000047
OUGH,1,0.00,0.140,0.0000007590
RALF,1,0.00,0.251,0.0000045828
ALPI,1,0.00,0.258,0.0000105338
BBBB,1,0.00,0.075,0.0000001226
PEYO,1,0.00,0.254,0.0000040868
QQQQ,1,0.00,0.003,0.0000000000
TOXS,1,0.00,0.238,0.0000012931
VOGT,1,0.00,0.174,0.0000008235
VTWO,1,0.00,0.165,0.0000004485
YYYY,1,0.00,0.057,0.0000000409
AHIS,1,0.00,0.288,0.0000144080
BOMA,1,0.00,0.236,0.0000044278
BROD,1,0.00,0.202,0.0000037115
ELMA,1,0.00,0.333,0.0000231595
FLIM,1,0.00,0.153,0.0000009299
IDEN,1,0.00,0.296,0.0000187027
MXLV,1,0.00,0.091,0.0000000319
NUVA,1,0.00,0.206,0.0000012649
PEUT,1,0.00,0.260,0.0000062445
RAJI,1,0.00,0.251,0.0000010186
RHYE,1,0.00,0.247,0.0000032474
WESS,1,0.00,0.325,0.0000113170
BERU,1,0.00,0.251,0.0000042351
HOGE,1,0.00,0.255,0.0000045733
ONDO,1,0.00,0.247,0.0000124253
RCVR,1,0.00,0.181,0.0000011841
ADIO,1,0.00,0.288,0.0000194382
DUNG,1,0.00,0.139,0.0000009749
FSIX,1,0.00,0.163,0.0000001536
GELB,1,0.00,0.229,0.0000026484
SOJU,1,0.00,0.188,0.0000003015
SQCM,1,0.00,0.145,0.0000000523
HRAP,1,0.00,0.238,0.0000053372
NOED,1,0.00,0.309,0.0000227963
AFLI,1,0.00,0.240,0.0000039014
CIAN,1,0.00,0.265,0.0000121624
CSXI,1,0.00,0.181,0.0000004232
ETHE,1,0.00,0.369,0.0000310230
HING,1,0.00,0.164,0.0000016482
KONY,1,0.00,0.160,0.0000006565
MAPA,1,0.00,0.286,0.0000101481
OFEM,1,0.00,0.250,0.0000029200
TICX,1,0.00,0.164,0.0000003413
AIRI,1,0.00,0.310,0.0000313925
HOMS,1,0.00,0.214,0.0000041858
KUTI,1,0.00,0.166,0.0000010212
PELS,1,0.00,0.307,0.0000181086
ACEV,1,0.00,0.289,0.0000035946
ACKS,1,0.00,0.242,0.0000029605
AMII,1,0.00,0.265,0.0000119313
FMRI,1,0.00,0.171,0.0000012584
SAVV,1,0.00,0.220,0.0000006486
TEDY,1,0.00,0.260,0.0000051169
TUVA,1,0.00,0.217,0.0000014954
VVBA,1,0.00,0.150,0.0000001371
XOTH,1,0.00,0.172,0.0000003362
ZAPF,1,0.00,0.156,0.0000000735
BRUV,1,0.00,0.122,0.0000002459
DAVA,1,0.00,0.275,0.0000038781
