answer,count,percent,score
BRAD,287,0.02,0.24270
CORN,287,0.02,0.23595
TODD,287,0.02,0.21963
OSSO,286,0.02,0.32681
MEGA,286,0.02,0.29929
CATO,286,0.02,0.28987
MAZE,286,0.02,0.28220
BATH,286,0.02,0.22821
AULD,286,0.02,0.22795
FRAU,286,0.02,0.22045
PLAY,286,0.02,0.21059
SODS,285,0.02,0.28858
VAST,285,0.02,0.28296
SOLI,285,0.02,0.27821
SOBS,285,0.02,0.27061
FINE,285,0.02,0.26960
CURE,285,0.02,0.26091
DUEL,285,0.02,0.25027
DAFT,285,0.02,0.23350
TYRO,285,0.02,0.23270
DORM,285,0.02,0.21121
HIFI,285,0.02,0.15626
EREI,284,0.02,0.40852
NEIN,284,0.02,0.31964
APPS,284,0.02,0.25943
BAIL,284,0.02,0.24863
SONY,284,0.02,0.23800
YOKE,284,0.02,0.23677
WRIT,284,0.02,0.21554
AROO,283,0.02,0.33713
BOER,283,0.02,0.30325
ALLI,283,0.02,0.28327
INGA,283,0.02,0.25625
IAMB,283,0.02,0.22272
OHMS,283,0.02,0.21385
MATS,282,0.02,0.30242
BEND,282,0.02,0.25319
DYNE,282,0.02,0.24870
YAMS,282,0.02,0.24527
NOGO,282,0.02,0.22949
TABU,282,0.02,0.22801
CHOP,282,0.02,0.15430
FEEL,281,0.02,0.33855
BRAS,281,0.02,0.29452
LATH,281,0.02,0.26285
TUBE,281,0.02,0.25033
RILL,281,0.02,0.24034
ARIE,280,0.02,0.38620
NERF,280,0.02,0.28033
MISO,280,0.02,0.25230
HELM,280,0.02,0.24123
MAID,280,0.02,0.24069
TERR,279,0.02,0.35319
HOES,279,0.02,0.32385
BONO,279,0.02,0.22890
SOUP,279,0.02,0.21412
CHAD,279,0.02,0.20327
SHEL,278,0.02,0.30229
MELD,278,0.02,0.25489
HARD,278,0.02,0.24699
INTL,278,0.02,0.24655
BLED,278,0.02,0.24617
SHUN,278,0.02,0.19469
IDLY,278,0.02,0.16570
ELBE,277,0.02,0.34693
VISA,277,0.02,0.27305
SIPS,277,0.02,0.26636
OBIS,277,0.02,0.24358
OPAH,277,0.02,0.24094
ECTO,276,0.02,0.31219
COPE,276,0.02,0.26873
AMIN,276,0.02,0.26438
HOOT,276,0.02,0.24420
XRAY,276,0.02,0.20426
HUGE,276,0.02,0.20256
SNUG,276,0.02,0.19098
TYNE,275,0.02,0.28340
AMOI,275,0.02,0.27892
MAYO,275,0.02,0.23169
PANG,275,0.02,0.22270
IMAX,275,0.02,0.20674
TOMB,275,0.02,0.19243
PLOP,275,0.02,0.18407
DREI,274,0.02,0.30776
MAPS,274,0.02,0.25896
VEAL,273,0.02,0.31388
RAJA,273,0.02,0.30442
BERT,273,0.02,0.29971
PARR,273,0.02,0.28741
PLAT,273,0.02,0.26774
POTS,273,0.02,0.26269
BREW,273,0.02,0.23885
ROOK,273,0.02,0.23222
COIN,273,0.02,0.22521
LULL,273,0.02,0.18285
QUIT,273,0.02,0.15639
HART,272,0.02,0.28169
DOPE,272,0.02,0.27693
IMAN,272,0.02,0.26438
BRIT,272,0.02,0.22373
PINT,272,0.02,0.22111
LOUD,272,0.02,0.18774
AHAS,271,0.02,0.34174
PRES,271,0.02,0.32603
VEST,271,0.02,0.30528
BARS,271,0.02,0.29452
REDD,271,0.02,0.28298
COVE,271,0.02,0.24880
KRIS,271,0.02,0.23235
PRAY,271,0.02,0.22944
RINK,271,0.02,0.20423
ADEE,270,0.02,0.42666
BAAS,270,0.02,0.33744
THEO,270,0.02,0.30673
GEMS,270,0.02,0.27267
FIAT,270,0.02,0.25828
POND,270,0.02,0.19986
AVIV,270,0.02,0.19253
KEEP,269,0.02,0.31298
MOTE,269,0.02,0.31116
WETS,269,0.02,0.30782
APSO,269,0.02,0.30643
CARS,269,0.02,0.30428
LICE,269,0.02,0.28071
MUSE,269,0.02,0.27618
GAIN,269,0.02,0.25625
IPSO,269,0.02,0.25277
LARK,269,0.02,0.25086
SWAM,269,0.02,0.24156
OVUM,269,0.02,0.13313
GRAD,268,0.02,0.24329
DINO,268,0.02,0.23341
COIL,268,0.02,0.21819
MOOD,268,0.02,0.21393
SIGH,268,0.02,0.19227
MAYA,267,0.02,0.27189
MOOT,267,0.02,0.24863
IOUS,267,0.02,0.24767
SPUD,267,0.02,0.17589
SECS,266,0.02,0.34290
JADE,266,0.02,0.29122
USNA,266,0.02,0.28679
FLAP,266,0.02,0.20671
POUR,266,0.02,0.19782
KILN,266,0.02,0.18538
GRIP,266,0.02,0.18086
LIMB,266,0.02,0.16095
AMAS,265,0.02,0.34617
ENTO,265,0.02,0.34409
CARR,265,0.02,0.28798
NIKE,265,0.02,0.26947
ICAN,265,0.02,0.26542
MANY,265,0.02,0.21715
HMOS,265,0.02,0.21385
CEES,264,0.02,0.39184
ESTD,264,0.02,0.33398
AHME,264,0.02,0.30300
COCA,264,0.02,0.24697
USAF,264,0.02,0.23676
AAHS,263,0.02,0.34174
PATS,263,0.02,0.30289
NITS,263,0.02,0.28170
TOPS,263,0.02,0.26269
DUNE,263,0.02,0.25729
HELD,263,0.02,0.25047
RIBS,263,0.02,0.24086
SMUG,263,0.02,0.15804
STES,262,0.02,0.38580
AHSO,262,0.02,0.30153
LOWE,262,0.02,0.27621
BILE,262,0.02,0.27095
WAIT,262,0.02,0.25846
BOOR,262,0.02,0.24072
COLT,262,0.02,0.22810
SOPH,262,0.02,0.21432
SULU,262,0.02,0.18746
CALI,261,0.02,0.25839
HANG,261,0.02,0.21780
RIFT,261,0.02,0.21536
MACS,260,0.02,0.25952
TTOP,260,0.02,0.24556
OLAN,259,0.02,0.30375
LIKE,259,0.02,0.26245
TANK,259,0.02,0.25706
KEPT,259,0.02,0.24692
NECK,259,0.02,0.23648
NAYS,258,0.02,0.27821
DAMS,258,0.02,0.26772
MOPE,258,0.02,0.26769
BRIO,258,0.02,0.22727
IRED,257,0.02,0.30776
HAZE,257,0.02,0.27777
BELL,257,0.02,0.26284
CUTE,257,0.02,0.26009
YVES,257,0.02,0.24813
TOUT,257,0.02,0.24046
RIPA,256,0.02,0.27668
GMAN,256,0.02,0.22223
BOZO,256,0.02,0.17074
PLOW,256,0.02,0.16668
GLIB,256,0.02,0.15282
ORNE,255,0.02,0.34491
TORA,255,0.02,0.33359
ABRA,255,0.02,0.32114
SNUB,255,0.02,0.19039
MASC,254,0.02,0.25952
MAUI,254,0.02,0.22682
HTTP,254,0.02,0.19366
MENS,253,0.02,0.31374
FAME,253,0.02,0.29033
PICA,253,0.02,0.23296
CHIA,253,0.02,0.22806
GARB,253,0.02,0.22532
ICEE,252,0.02,0.36480
LAGS,252,0.02,0.27626
RAUL,252,0.02,0.26347
LADD,252,0.02,0.24181
GREW,252,0.02,0.23944
KIEV,252,0.02,0.21708
BOIL,252,0.02,0.20843
ZITI,252,0.02,0.19650
HAMS,251,0.02,0.25406
TIVO,251,0.02,0.21572
THUS,251,0.02,0.20569
MOTH,251,0.02,0.19673
ZETA,250,0.02,0.32614
NLER,250,0.02,0.32335
BOAS,250,0.02,0.29724
PENT,250,0.02,0.29709
DRED,250,0.02,0.28298
PEGS,250,0.02,0.27314
RUNT,250,0.02,0.22674
BALD,250,0.02,0.22385
BIRD,250,0.02,0.18904
BRAE,249,0.02,0.34346
TAPA,249,0.02,0.32951
MEEK,249,0.02,0.31251
VENT,249,0.02,0.27716
POKE,249,0.02,0.25046
BRAG,249,0.02,0.22532
NDAK,249,0.02,0.22237
MIMI,249,0.02,0.17779
LASE,248,0.02,0.39440
RAMA,248,0.02,0.32986
TENN,248,0.02,0.32955
TOED,248,0.02,0.32039
DEAF,248,0.02,0.29956
JEST,248,0.02,0.29930
WAGE,248,0.02,0.28237
RACY,248,0.02,0.23000
YAKS,248,0.02,0.22804
ZINC,248,0.02,0.15251
ANET,247,0.02,0.38430
BEEP,247,0.02,0.32149
RIMS,247,0.02,0.24958
EWAN,246,0.02,0.32344
REID,246,0.02,0.30776
HEMS,246,0.02,0.27638
BOON,246,0.02,0.22890
RUTH,246,0.02,0.18938
LOCH,246,0.02,0.17974
UHUH,246,0.02,0.09164
ELEV,245,0.02,0.33620
GAEL,245,0.02,0.32520
TADS,245,0.02,0.31166
HANS,245,0.02,0.28699
BAMA,245,0.02,0.27638
FOAL,245,0.02,0.25371
NCOS,245,0.02,0.25225
SWAG,245,0.02,0.23343
RUHR,245,0.02,0.19020
BAER,244,0.02,0.34346
PEPE,244,0.02,0.33069
LAIN,244,0.02,0.29029
BIDE,244,0.02,0.25428
PERK,244,0.02,0.24774
WEPT,244,0.02,0.24723
ROWS,244,0.02,0.24611
PAID,244,0.02,0.24116
BALL,244,0.02,0.24052
LIDO,244,0.02,0.22639
NULL,244,0.02,0.18987
ICBM,244,0.02,0.13608
SRAS,243,0.02,0.36430
FEED,243,0.02,0.32188
BART,243,0.02,0.27739
LAWS,243,0.02,0.26747
LEWD,243,0.02,0.23797
LUGE,243,0.02,0.23289
TORY,243,0.02,0.23270
MAIM,243,0.02,0.23145
HURL,243,0.02,0.17136
ROES,242,0.02,0.37304
BEEF,242,0.02,0.30392
FARO,242,0.02,0.27256
RIDS,242,0.02,0.25882
FRED,242,0.02,0.25664
SWAY,242,0.02,0.22835
DOLL,242,0.02,0.21828
FLAG,242,0.02,0.19810
SKEE,241,0.02,0.37357
ARAM,241,0.02,0.32986
LAZE,241,0.02,0.30811
PANS,241,0.02,0.29189
AVEC,241,0.02,0.28900
PSIS,241,0.02,0.26636
IMUS,241,0.02,0.20020
ADUE,240,0.02,0.31204
SAGO,240,0.02,0.29783
KERR,240,0.02,0.29203
DAZE,240,0.02,0.29144
GANG,240,0.02,0.21409
FEAT,239,0.02,0.33426
NOLA,239,0.02,0.30375
CADS,239,0.02,0.26876
TAMP,239,0.02,0.24183
IPAD,239,0.02,0.24116
CHAN,239,0.02,0.22697
CLAY,239,0.02,0.21116
CUBA,239,0.02,0.18511
ERIS,238,0.02,0.35958
SUES,238,0.02,0.33724
SAUL,238,0.02,0.27977
FILE,238,0.02,0.26258
PITT,238,0.02,0.23211
FLIT,238,0.02,0.19651
SKIM,238,0.02,0.18760
OUCH,238,0.02,0.14920
ODEA,237,0.02,0.36414
BENE,237,0.02,0.35395
WEEP,237,0.02,0.31329
PONE,237,0.02,0.30062
EMAG,237,0.02,0.29929
TINS,237,0.02,0.28170
UTEP,237,0.02,0.25952
MUTE,237,0.02,0.25905
PILL,237,0.02,0.19606
OTRA,236,0.02,0.33359
SACS,236,0.02,0.32058
WASH,236,0.02,0.23714
PODS,236,0.02,0.22799
DILL,236,0.02,0.20483
CITY,236,0.02,0.17553
WARE,235,0.01,0.33526
OPER,235,0.01,0.31245
CAKE,235,0.01,0.29123
PERM,235,0.01,0.26497
RIPS,235,0.01,0.25005
EWOK,235,0.01,0.23306
CRAW,235,0.01,0.22630
TATS,234,0.01,0.34636
EPOS,234,0.01,0.32875
GRAM,234,0.01,0.23405
FIST,234,0.01,0.23166
GRAY,234,0.01,0.22083
SPUN,234,0.01,0.19958
GRID,234,0.01,0.18963
SWIM,234,0.01,0.18790
FISH,234,0.01,0.18330
ABES,233,0.01,0.35976
CAEN,233,0.01,0.34140
TATI,233,0.01,0.31932
ROTO,233,0.01,0.29339
LAWN,233,0.01,0.23935
FLED,233,0.01,0.23779
BAND,233,0.01,0.23087
LILY,233,0.01,0.18237
SCUD,233,0.01,0.17645
KNOB,233,0.01,0.16420
KNOW,233,0.01,0.15600
ELAM,232,0.01,0.33334
DOZE,232,0.01,0.25123
VALE,231,0.01,0.31388
BRET,231,0.01,0.29971
HOAR,231,0.01,0.28523
CAPS,231,0.01,0.25999
BNAI,231,0.01,0.25566
AXON,231,0.01,0.25313
TALK,231,0.01,0.25004
JEDI,231,0.01,0.23756
SLOG,231,0.01,0.23606
GOOD,231,0.01,0.20580
HOOP,231,0.01,0.20074
ALAE,230,0.01,0.42102
ENNE,230,0.01,0.39561
GEEK,230,0.01,0.30438
CANS,230,0.01,0.29246
JAIL,230,0.01,0.23192
FIDO,230,0.01,0.18338
JAMB,230,0.01,0.16326
FEES,229,0.01,0.37370
ANNS,229,0.01,0.32436
NOTA,229,0.01,0.32177
JANE,229,0.01,0.31492
DEFT,229,0.01,0.25582
TIPS,229,0.01,0.24923
THEY,229,0.01,0.24604
LOFT,229,0.01,0.20996
COOP,229,0.01,0.20620
GOER,228,0.01,0.30384
TRIS,228,0.01,0.29352
LILA,228,0.01,0.28327
ORCS,228,0.01,0.26407
PIED,228,0.01,0.26348
SUDS,228,0.01,0.23648
DUPE,228,0.01,0.22483
TRIB,228,0.01,0.22373
GOGO,228,0.01,0.18843
BRIM,228,0.01,0.17980
CHIP,228,0.01,0.14085
UNUM,228,0.01,0.13343
NAAN,227,0.01,0.35098
FATS,227,0.01,0.28532
ALBS,227,0.01,0.27567
COME,227,0.01,0.26826
DOVE,227,0.01,0.25700
GREG,227,0.01,0.24823
DIVE,227,0.01,0.24355
TIDY,227,0.01,0.18373
SAKS,226,0.01,0.30231
ARFS,226,0.01,0.28614
TROI,226,0.01,0.27993
PAUL,226,0.01,0.21918
DAUB,226,0.01,0.19331
HURT,226,0.01,0.18938
MUIR,226,0.01,0.18390
DIES,225,0.01,0.32406
RUER,225,0.01,0.30463
WAVE,225,0.01,0.27104
RUTS,225,0.01,0.25487
KOLA,225,0.01,0.25358
HIKE,225,0.01,0.23211
ORZO,225,0.01,0.22423
BOLT,225,0.01,0.21834
BANG,225,0.01,0.21350
POGO,225,0.01,0.19703
BOOM,225,0.01,0.19597
JEER,224,0.01,0.34906
TAMS,224,0.01,0.30242
ALII,224,0.01,0.29138
LAYS,224,0.01,0.27118
SYST,224,0.01,0.26259
OCTO,224,0.01,0.24967
XMAS,224,0.01,0.23378
BLTS,224,0.01,0.23193
ESTO,223,0.01,0.37222
ASEC,223,0.01,0.36952
PECS,223,0.01,0.28231
TICS,223,0.01,0.24980
BIOS,223,0.01,0.24358
HOOD,223,0.01,0.20950
HYPE,223,0.01,0.20257
REMO,222,0.01,0.31198
MOUE,222,0.01,0.26259
DION,222,0.01,0.23341
GOON,222,0.01,0.22949
IDYL,222,0.01,0.16570
COMB,222,0.01,0.14953
VISE,221,0.01,0.29537
DONS,221,0.01,0.26045
LOOK,221,0.01,0.21337
CORD,221,0.01,0.21225
FLIP,221,0.01,0.15305
ENTR,220,0.01,0.34137
ACRO,220,0.01,0.29069
ANDI,220,0.01,0.27362
GINA,220,0.01,0.25625
CONS,220,0.01,0.25225
GOAD,220,0.01,0.24600
VAIN,220,0.01,0.24492
RIGS,220,0.01,0.24145
FAIL,220,0.01,0.24026
DEPP,220,0.01,0.22992
IBEX,220,0.01,0.22034
BLEW,220,0.01,0.22001
DAVE,219,0.01,0.29721
HUES,219,0.01,0.27175
PRAM,219,0.01,0.24265
MILO,219,0.01,0.21715
RITZ,219,0.01,0.20723
HILL,219,0.01,0.19116
FLOP,219,0.01,0.16650
HOLY,219,0.01,0.16549
RUBE,218,0.01,0.25115
WHAT,218,0.01,0.22001
VIEW,218,0.01,0.21739
FLAB,218,0.01,0.19751
LIMP,218,0.01,0.17015
ACTE,217,0.01,0.35240
REBS,217,0.01,0.31684
BADE,217,0.01,0.30794
FELT,217,0.01,0.27249
GASH,217,0.01,0.24593
TNUT,217,0.01,0.22592
IFFY,217,0.01,0.09635
CASS,216,0.01,0.32058
BAAL,216,0.01,0.30229
ISON,216,0.01,0.28524
DABS,216,0.01,0.25900
HOWE,216,0.01,0.24587
HITS,216,0.01,0.24434
SITU,216,0.01,0.24414
LIZA,216,0.01,0.23213
GIVE,216,0.01,0.22617
FROM,216,0.01,0.18488
UZIS,216,0.01,0.17498
PLOY,216,0.01,0.17039
WEAN,215,0.01,0.32344
WOES,215,0.01,0.31136
NAIR,215,0.01,0.30914
PERP,215,0.01,0.26544
PEND,215,0.01,0.26239
RHOS,215,0.01,0.25861
DAYS,215,0.01,0.25451
OKLA,215,0.01,0.25358
DAWN,215,0.01,0.22267
BALM,215,0.01,0.21461
ANKH,215,0.01,0.20870
ISPY,215,0.01,0.19208
YOUR,215,0.01,0.18413
LETT,214,0.01,0.33353
LAIT,214,0.01,0.30129
PEAK,214,0.01,0.29066
DEBS,214,0.01,0.28132
GALS,214,0.01,0.27626
WARN,214,0.01,0.25819
ABLY,214,0.01,0.20140
UNIX,214,0.01,0.14737
PAWN,213,0.01,0.21391
WISP,213,0.01,0.18837
IDIG,213,0.01,0.17889
LYES,212,0.01,0.29350
COTS,212,0.01,0.26325
WIDE,212,0.01,0.24608
LPGA,212,0.01,0.21567
GOSH,212,0.01,0.20572
TIKI,212,0.01,0.20449
BLOB,212,0.01,0.16568
BERN,211,0.01,0.28871
PALO,211,0.01,0.27128
URLS,211,0.01,0.23684
CHEW,211,0.01,0.19943
SPEE,210,0.01,0.39128
ASAN,210,0.01,0.37910
APIA,210,0.01,0.31960
MAKE,210,0.01,0.29020
GARR,210,0.01,0.27880
PEWS,210,0.01,0.26435
ROOD,210,0.01,0.25869
HEMI,210,0.01,0.24934
LANG,210,0.01,0.24814
MASK,210,0.01,0.24126
TACH,210,0.01,0.23797
KELP,210,0.01,0.22889
COTE,209,0.01,0.31219
STDS,209,0.01,0.28504
SACK,209,0.01,0.24229
SIFT,209,0.01,0.23166
DOUR,209,0.01,0.20659
RUSH,209,0.01,0.20651
PHEW,209,0.01,0.19887
PROF,209,0.01,0.18535
SLUG,209,0.01,0.18395
ABEE,208,0.01,0.40870
PASO,208,0.01,0.30643
BAKE,208,0.01,0.28147
ROBS,208,0.01,0.25431
SPAY,208,0.01,0.24574
WHET,208,0.01,0.24233
HEMP,208,0.01,0.21579
MISC,208,0.01,0.20586
IMOK,208,0.01,0.17401
ONEI,207,0.01,0.33418
CINE,207,0.01,0.28774
RICA,207,0.01,0.27724
CHET,207,0.01,0.26029
RUNS,207,0.01,0.24387
DUDE,207,0.01,0.23359
WINO,207,0.01,0.20725
DEWY,207,0.01,0.19884
GIGI,207,0.01,0.16152
BOMB,207,0.01,0.13977
QUIP,207,0.01,0.11293
RACK,206,0.01,0.22599
MAUL,206,0.01,0.21871
LOKI,206,0.01,0.19992
GROW,206,0.01,0.17692
VETS,205,0.01,0.30528
RIIS,205,0.01,0.28361
GAZA,205,0.01,0.25175
VERB,205,0.01,0.23632
USPS,205,0.01,0.22771
BOLO,205,0.01,0.22188
TOWN,205,0.01,0.21717
DECK,205,0.01,0.21279
POLL,205,0.01,0.20951
GLUT,205,0.01,0.16683
DRUM,205,0.01,0.15911
SHIA,204,0.01,0.28808
LOEB,204,0.01,0.28440
AROW,204,0.01,0.27273
BODE,204,0.01,0.26773
BETH,204,0.01,0.25053
BOOT,204,0.01,0.23990
COAX,204,0.01,0.22123
CAPP,204,0.01,0.19940
BAWL,204,0.01,0.19769
MILL,204,0.01,0.19559
ATEN,203,0.01,0.38430
SATS,203,0.01,0.36348
LETO,203,0.01,0.33707
APAR,203,0.01,0.33033
PARS,203,0.01,0.30371
SOYA,203,0.01,0.29275
SUED,203,0.01,0.28542
VEIN,203,0.01,0.26724
SOWS,203,0.01,0.26242
APPT,203,0.01,0.24230
BITS,203,0.01,0.24004
NUNS,203,0.01,0.23205
YANK,203,0.01,0.19991
GNUS,203,0.01,0.19098
PONY,203,0.01,0.17741
RUNG,203,0.01,0.17467
OENO,202,0.01,0.34763
FESS,202,0.01,0.32476
ALTI,202,0.01,0.30129
ELUL,202,0.01,0.26694
NACL,202,0.01,0.25731
WELL,202,0.01,0.25464
PITS,202,0.01,0.24923
BORN,202,0.01,0.22619
SLUM,202,0.01,0.19209
FLAW,202,0.01,0.18931
THUD,202,0.01,0.15386
IGET,201,0.01,0.28957
CUES,201,0.01,0.27721
SIMI,201,0.01,0.23885
FARM,201,0.01,0.22508
ABBR,201,0.01,0.22473
DUST,201,0.01,0.21935
CLOP,201,0.01,0.18464
PRIG,201,0.01,0.18086
SAAR,200,0.01,0.39092
SALA,200,0.01,0.37208
INAN,200,0.01,0.29732
KEGS,200,0.01,0.25544
DOIT,200,0.01,0.24441
HILT,200,0.01,0.20919
OHOH,200,0.01,0.19584
LUSH,200,0.01,0.18766
MILD,200,0.01,0.17892
PITY,200,0.01,0.17496
MATA,199,0.01,0.32904
INSO,199,0.01,0.28524
ISIT,199,0.01,0.28279
KERN,199,0.01,0.28020
SANK,199,0.01,0.27419
DRAM,199,0.01,0.25142
FLAN,199,0.01,0.23917
LUST,199,0.01,0.23602
MORN,199,0.01,0.23491
PYLE,199,0.01,0.23291
BLEU,199,0.01,0.23230
WOOD,199,0.01,0.19701
HUGO,199,0.01,0.14003
NEET,198,0.01,0.40662
ACAD,198,0.01,0.29538
BARR,198,0.01,0.27821
DIEM,198,0.01,0.26301
GABS,198,0.01,0.24163
AMBI,198,0.01,0.22272
LIFT,198,0.01,0.19651
QUAD,198,0.01,0.17536
CLUB,198,0.01,0.12334
ELEA,197,0.01,0.44334
RAYE,197,0.01,0.33897
FOES,197,0.01,0.31118
SMEW,197,0.01,0.26388
PAWS,197,0.01,0.24203
MARY,197,0.01,0.22897
BRIG,197,0.01,0.17166
HIGH,197,0.01,0.12678
DELA,196,0.01,0.34257
BEDE,196,0.01,0.33026
CORA,196,0.01,0.29069
EZIO,196,0.01,0.27602
ISAK,196,0.01,0.27528
VILE,196,0.01,0.26022
FRAN,196,0.01,0.25802
GOTO,196,0.01,0.24050
HOAX,196,0.01,0.21577
WOOL,196,0.01,0.21368
COLD,196,0.01,0.19340
MUTT,196,0.01,0.19299
SCUM,196,0.01,0.16722
AGAS,195,0.01,0.33803
AMAN,195,0.01,0.31804
NSEC,195,0.01,0.31478
BANS,195,0.01,0.28270
AMIR,195,0.01,0.27621
SCAD,195,0.01,0.26876
INEZ,195,0.01,0.26148
BAGS,195,0.01,0.24163
GYRO,195,0.01,0.18063
TERA,194,0.01,0.39612
LARS,194,0.01,0.32915
LRON,194,0.01,0.26082
GTOS,194,0.01,0.25408
BARD,194,0.01,0.24270
LIPS,194,0.01,0.23121
FORT,194,0.01,0.22881
IGOT,194,0.01,0.22704
GAVE,193,0.01,0.27983
ZOLA,193,0.01,0.24559
CARB,193,0.01,0.23449
VOID,193,0.01,0.18102
GOLF,193,0.01,0.15789
ICKY,193,0.01,0.11436
PEEK,192,0.01,0.31298
MAME,192,0.01,0.30743
ANYA,192,0.01,0.30483
OCTA,192,0.01,0.28987
FEDS,192,0.01,0.27294
MOOS,192,0.01,0.26575
WANT,192,0.01,0.25737
PAYS,192,0.01,0.24574
WELD,192,0.01,0.23797
GODS,192,0.01,0.21938
BURR,192,0.01,0.18591
LOTT,191,0.01,0.27100
MAYS,191,0.01,0.24527
BOCA,191,0.01,0.23721
GIBE,191,0.01,0.23691
BILL,191,0.01,0.18686
WISH,191,0.01,0.18348
HIHO,191,0.01,0.18239
TURF,191,0.01,0.17671
ENNA,190,0.01,0.37330
ATOI,190,0.01,0.32286
DUES,190,0.01,0.28542
PROW,190,0.01,0.18552
BROW,190,0.01,0.17633
IDEM,189,0.01,0.26301
BROS,189,0.01,0.25431
YAPS,189,0.01,0.24574
LUBE,189,0.01,0.23230
DOCS,189,0.01,0.22855
WARP,189,0.01,0.22573
GUAM,189,0.01,0.18467
GONG,189,0.01,0.17389
POMP,189,0.01,0.15816
GLOW,189,0.01,0.15807
PEKE,188,0.01,0.31298
TOMS,188,0.01,0.26222
IPOS,188,0.01,0.25277
COMO,188,0.01,0.20573
COHO,188,0.01,0.20130
BOTH,188,0.01,0.18800
BLOW,188,0.01,0.15748
CELS,187,0.01,0.30775
NATL,187,0.01,0.30021
GAZE,187,0.01,0.27407
TSKS,187,0.01,0.25857
GAPS,187,0.01,0.25082
CYAN,187,0.01,0.21818
BABY,187,0.01,0.16676
AGRI,186,0.01,0.26807
YEWS,186,0.01,0.25067
HEFT,186,0.01,0.24215
WARM,186,0.01,0.22526
LYON,186,0.01,0.20285
SURF,186,0.01,0.19383
ATME,185,0.01,0.35136
SUER,185,0.01,0.32093
SOPS,185,0.01,0.27981
DOIN,185,0.01,0.23341
VERY,185,0.01,0.23183
MAKO,185,0.01,0.22767
WONT,185,0.01,0.21717
BONN,185,0.01,0.21436
BRUT,185,0.01,0.18508
SWIG,185,0.01,0.17977
ALTE,184,0.01,0.37727
TOAT,184,0.01,0.33277
IDEO,184,0.01,0.31048
VATS,184,0.01,0.28296
PALL,184,0.01,0.24972
PIKE,184,0.01,0.23701
SINK,184,0.01,0.22053
KHAN,184,0.01,0.20870
FANG,184,0.01,0.20513
NICK,184,0.01,0.16051
NUMB,184,0.01,0.12933
GEES,183,0.01,0.38267
DADE,183,0.01,0.32590
RETD,183,0.01,0.31767
ZANE,183,0.01,0.31514
HOED,183,0.01,0.27203
REUP,183,0.01,0.26034
KANT,183,0.01,0.25706
GREY,183,0.01,0.24315
CASK,183,0.01,0.24229
PHDS,183,0.01,0.17609
ESTS,182,0.01,0.38580
ALER,182,0.01,0.37809
EPPS,182,0.01,0.28175
APBS,182,0.01,0.25023
ASIT,181,0.01,0.33644
LSTS,181,0.01,0.30171
SKED,181,0.01,0.27281
MERC,181,0.01,0.26554
PYRE,181,0.01,0.25176
FADS,181,0.01,0.25062
GALL,181,0.01,0.24111
BASK,181,0.01,0.23253
DOGS,181,0.01,0.21938
IMHO,181,0.01,0.18682
ERES,180,0.01,0.43556
RASA,180,0.01,0.39092
ETSY,180,0.01,0.31153
DIED,180,0.01,0.27224
FELL,180,0.01,0.25446
ARUM,180,0.01,0.23756
DUOS,180,0.01,0.22289
ORGY,180,0.01,0.18063
ACTA,179,0.01,0.33008
HELL,179,0.01,0.26714
KARL,179,0.01,0.25086
GMEN,179,0.01,0.24455
ITTO,178,0.01,0.27911
COPA,178,0.01,0.24641
WIPE,178,0.01,0.23731
FRAY,178,0.01,0.21187
GLOB,178,0.01,0.16627
ANAS,177,0.01,0.37910
COEN,177,0.01,0.30119
WALL,177,0.01,0.23232
LUKE,177,0.01,0.22380
HOHO,177,0.01,0.19584
BOHR,177,0.01,0.18882
ROCK,177,0.01,0.18578
TWIG,177,0.01,0.16265
MYTH,177,0.01,0.13604
PLUM,177,0.01,0.13150
SAMS,176,0.01,0.31955
APTS,176,0.01,0.30289
WEIR,176,0.01,0.28160
BOLA,176,0.01,0.26209
FONT,176,0.01,0.21699
HIPS,176,0.01,0.20087
NIGH,176,0.01,0.16414
TYRE,175,0.01,0.29522
GRAS,175,0.01,0.29511
LOOS,175,0.01,0.29166
VEIL,175,0.01,0.26022
FALL,175,0.01,0.23215
WHEN,175,0.01,0.23133
CHAI,175,0.01,0.22806
JAWS,175,0.01,0.21612
UPDO,175,0.01,0.16230
QTIP,175,0.01,0.16149
HUSH,175,0.01,0.15732
CHUM,175,0.01,0.10173
NEDS,174,0.01,0.32298
WHEE,174,0.01,0.30839
RCAS,174,0.01,0.30428
OTRO,174,0.01,0.29339
JARS,174,0.01,0.27780
ASCH,174,0.01,0.25510
NAIF,174,0.01,0.24728
PINS,174,0.01,0.23823
VICE,174,0.01,0.23535
FIRS,174,0.01,0.23248
LAPP,174,0.01,0.22428
BOND,174,0.01,0.19067
MIND,174,0.01,0.18594
PLUG,174,0.01,0.12336
VEEP,173,0.01,0.31076
JETS,173,0.01,0.29930
THAR,173,0.01,0.28169
FANS,173,0.01,0.27432
DADO,173,0.01,0.26338
BYES,173,0.01,0.25887
COOT,173,0.01,0.24967
YANG,173,0.01,0.20901
VIOL,173,0.01,0.19769
NALA,172,0.01,0.34395
INLA,172,0.01,0.29029
DARK,172,0.01,0.23419
ZAPS,172,0.01,0.23373
JABS,172,0.01,0.22432
GRAF,172,0.01,0.21695
OPRY,172,0.01,0.18923
LAVE,171,0.01,0.31388
ODAY,171,0.01,0.24092
DAMN,171,0.01,0.23960
